Sno,Tweet,Date,Likes,RTs,Sentiments
564,Let me know my Captain how I can be of use to ur initiative Bless u,2017-08-01 16:13:21,15699,3527,0
565,My new Harry shoes Courtesy my stylist Now if she can get me some new jeans too,2017-08-01 11:37:41,10676,2206,1
566,Thank u UP tourism Wish I could stay longer Will b back soon to enjoy the warmth and hospitality meted out to us,2017-08-01 11:14:35,7965,1950,1
567,Ha ha nice NA,2017-08-01 11:13:22,7439,1637,1
568,Sejal Yeh Phurrr Phurrr kya laga rakha hai Phurrr,2017-08-01 10:03:51,16576,4021,0
569,My best wishes for your dads health,2017-08-01 09:56:20,7792,1779,1
570,Sorry in the rush forgot to thank u,2017-08-01 09:47:52,7981,1673,-1
571,Am so happy u r in love Sending u and Alia the new song Phurr u both being young will hopefully like it,2017-08-01 06:55:37,13608,3228,1
572,This was fun and I love dogs,2017-07-31 19:46:59,9834,2053,1
573,Harry Sejal amp Imtiaz had a great time in Varanasi thank u all for coming amp big thanks to,2017-07-31 13:44:03,21727,4629,1
574,JHMS on Aug 4 Waiting to see u all there,2017-07-31 10:59:06,9176,2147,0
575,Harry amp Sejal will see u in theatres JHMSAug4,2017-07-31 10:57:58,6872,1779,0
576,That s awesome Aurangabad,2017-07-31 10:54:21,6198,1591,1
577,Thanks Vadodara Have fun,2017-07-31 10:47:16,6379,1601,1
578,Thanks Pune hope you enjoy the ride with Harry amp Sejal,2017-07-31 10:45:23,6414,1657,1
579,Have fun with Harry amp Sejal Vijayawada,2017-07-31 10:40:32,8724,1725,1
580,Thank u amp enjoy JHMS Bhubaneswar Love to u all,2017-07-31 10:39:01,6467,1685,1
581,Thank u Bangalore Enjoy the film,2017-07-31 10:37:09,6527,1672,1
582,Hope you enjoy the film See u in theatres,2017-07-31 10:35:14,6651,1698,1
583,Thank u for the love Jalna see u in theatres,2017-07-31 10:33:46,6964,1697,1
584,That s kinda cool,2017-07-30 17:49:52,9631,2098,1
585,Thnk u to all of u booking your shows in advance for JHMS I really hope u all enjoy this one it is extremely encouraging to c this response,2017-07-30 17:34:42,23032,4147,1
586,Waiting for u my friend,2017-07-30 16:35:47,10694,2399,0
587,Jab Harry Met Sejal advance bookings have begun Book your tickets now JHMSThisFriday,2017-07-30 12:16:46,25172,5056,0
588,C u today at Vox Cinemas Diera City Centre Dubai amp Cine Royal Dalma Mall Abu Dhabi It s nice to be here amp to meet as many of u as I can,2017-07-29 04:22:39,19043,3435,1
589,Australia aur London Harry Sejal ha reached now onwards to Dubai even at 5 am Sejal looks resplendent doesn t she,2017-07-28 23:04:30,25122,4555,0
590,Thank u and love u all,2017-07-28 20:49:37,8465,1876,1
591,Absolutely and u r the Guru who inspires us by the new things u do everyday,2017-07-28 18:53:00,10712,2318,1
592,That s a good feeling,2017-07-28 18:50:23,8063,1928,1
593,Thank u Nilesh amp team,2017-07-28 18:47:42,7848,1828,0
594,Thank u Romedy Now,2017-07-28 17:44:27,8911,2015,0
595,Glares because the Sun doesn t stop shining on you Thank u life it s wonderful,2017-07-28 13:49:51,22057,4572,1
596,So lovely that Pritamda and Arijit inspire such talent,2017-07-28 13:26:31,8533,2041,1
597,Bahut badhiya,2017-07-28 13:24:43,8928,1924,0
598,RT Harry amp Sejal s story is going to be one mad journey Just 1WeekToJHMS Are you ready JHMSAug4,2017-07-28 13:22:46,0,2113,-1
599,That s why I love kids They have a beat of their own,2017-07-28 13:18:26,8197,1850,1
600,Aaoonga aaoonga,2017-07-28 09:39:38,10886,1957,0
601,Awesome awesome,2017-07-28 02:47:14,9899,1932,1
602,Thank u Star Plus,2017-07-27 11:54:52,12440,2549,0
603,Thank you for the love keep the Hawayein blowing keep streaming,2017-07-27 11:53:42,13761,3546,1
604,How lovely is ur voice Keep singing,2017-07-27 10:37:56,9393,2078,1
605,Thank u,2017-07-27 10:19:47,7630,1712,0
606,Should have told me u can do this would have released the trailer like this Thanks,2017-07-27 10:08:01,9898,2194,1
607,May God bless ur family,2017-07-27 09:57:37,10142,1988,0
608,Hawayein Haq mein wohi hain aate jaate joh Tera naam lein Sejal how beautiful she looks,2017-07-26 22:28:33,33146,5135,1
609,Sejal tere hi liye saari wafayein Hawayein JHMSAug4,2017-07-26 13:27:15,15211,4516,0
610,Girls just wanna have fun Very sweet,2017-07-26 04:22:57,11664,2379,1
611,Cause when the feelin s right I m gonna run all night I m gonna run to you,2017-07-25 18:20:25,19668,4035,1
612,Thank u all for the love and support,2017-07-25 17:08:57,9155,2037,1
613,Extremely graceful Thank u,2017-07-25 16:51:29,8194,1811,-1
614,Thank u my man for the kindness and love on ur amazing show Extremely grateful for the tribute,2017-07-25 16:44:02,14397,3106,1
615,You all are just so cool Well done and keep shining Love to u all and be healthy,2017-07-25 16:35:00,13770,2956,1
616,LA done Will miss babies Hav 2 come back 2 bring the Love song of JHMS to u all Playing in my cans now Hawayein,2017-07-25 00:50:27,20988,4362,1
617,Thank u Bolivia,2017-07-24 23:42:52,5808,1498,0
618,Better than me for sure Thanks,2017-07-24 23:42:07,7316,1850,1
619,Thank u That s extremely noble,2017-07-24 23:34:51,6166,1617,1
620,Thank u guys and girls Will show it to my kids for a crash course on their dad Really kind of u very touched,2017-07-24 22:36:05,9656,2181,1
621,RT What s meant to be will find its way just like Harry amp Sejal Catch them at a theatre near you on Aug 4,2017-07-24 09:17:20,0,2237,1
622,If I could make time turn into butterflies 11 days would just fly away JHMSAug4,2017-07-24 07:28:39,12725,2968,1
623,I wish I was there to give the Lovely Ladies a hug Be proud girls we have achieved greatness today u made all Indians proud,2017-07-23 16:51:53,39887,8093,1
624,A film most cherished Thank u all,2017-07-23 16:16:38,12582,2978,1
625,To the Women in Blue for the WWC17 Finals You make us the most proud All the best amp have a great game Love to the Ladies,2017-07-23 07:34:55,30289,5865,1
626,Thank u So happy the JHMS trailer is being liked,2017-07-23 06:12:17,14234,2835,1
627,Walked into the video is making for Phurrr Got a starring role in it amp his Decent jacket Wes u r dope Thx,2017-07-22 18:33:01,23145,4929,1
628,Took the kids 2 this time AbRam s turn Thx for the hospitality amp as always I am a wimp on the rides,2017-07-22 00:57:59,14670,3473,0
629,Rule the world Best of luck and health to the whole team Give them a big hug Love u all,2017-07-21 19:27:51,14291,3189,1
630,Ab toh dekh hi lete hain one of my favourite lines from JHMS,2017-07-21 17:44:14,27521,5657,0
631,Arre yaar Let s do it in part 2 now Last nite kids telling me how much they love OSO,2017-07-21 17:10:54,12264,2784,1
632,The JHMS trailer for all those asking questioning amp waiting for it Thx for ur patience C u in Theaters on4th Aug,2017-07-21 11:12:06,18699,5858,0
633,Technical glitch after preparing it for hours So sorry all media couldn t answer questions But here s my solo pic,2017-07-21 11:05:02,27873,5289,-1
634,This guitar has had a Safar of its own Gave it to before the film amp he gifted me the beautiful mu,2017-07-20 17:08:39,23006,4642,1
635,Wow Go India win this one,2017-07-20 16:52:42,26073,4593,1
636,Me missing Radha too,2017-07-19 13:27:56,17611,3046,-1
637,And I refrained from smoking even though the area sanctioned it For a break in LA,2017-07-19 01:12:25,28830,4972,0
638,RT Harry s Punjabi or Sejal s Gujarati Which Tongue Twister Challenge are you up for Take your pick htt,2017-07-17 15:45:11,0,1904,0
639,Enjoy Jab Harry Met Sejal in theatres in UAE GCC 3rd August onwards,2017-07-16 17:39:27,32857,5497,1
640,RT Advance tickets to JabHarryMetSejal is here Book now for 3 August at JHMSatVOX,2017-07-16 14:02:04,0,2273,0
641,U r taking me to my birth city wow,2017-07-16 12:01:29,12734,2700,1
642,U said Lov can consign us 2 hell or 2 paradise but it always takes us somewhere It made me a star amp u a world famous writer,2017-07-16 07:54:58,4575,2317,1
643,Hope all good with u,2017-07-16 07:32:40,12039,2272,1
644,Of beautiful amp happy Tales amp Head gears of Punjab amp Rajasthan HarryonTour,2017-07-15 09:52:39,21703,3972,1
645,Thank u ITC Rajputana I dreamed of me all nite long and woke up in love with myself all over again,2017-07-15 09:47:46,18990,3599,1
646,I am all yours for the love u all show me Thanks,2017-07-15 09:41:36,12064,2473,1
647,Awesum More than recognition it s heartening to know that ppl recognise what v fx are V will make in India amp rule,2017-07-15 09:40:07,11762,2747,1
648,Ha ha It sure looks like it,2017-07-14 18:36:46,9937,2020,1
649,Very sweet Thank u and hope the fever continues,2017-07-14 18:30:29,10202,2046,1
650,Landed in Jaipur 4 cities 4 JHMS songs Let me know which is your favourite,2017-07-14 12:58:05,15958,3875,0
651,I saw u too,2017-07-14 11:22:21,11611,2346,0
652,Taking my job as a guide seriously started with a tour of Mehrangarh Fort one of the largest in India Khamma Ghani,2017-07-14 11:19:01,25050,4836,0
653,Ma Ma main Guide ban gaya honorary Jodhpur Tourism Guide Assoc Thx for making Harry a part of ur family,2017-07-14 11:12:00,16426,3452,1
654,Thx Indian AirForce for ur kindness Now to Jodhpur we fly Harry on a tour,2017-07-14 08:57:38,24411,4205,0
655,Thank u U give life to the song,2017-07-14 05:04:34,10374,2392,0
656,Jab Harry amp Sejal Punjab waapis aa Gaye Wot u seek u find in ur own desh ki dharti amp mitti,2017-07-13 10:22:36,29804,4831,1
657,Bahut Vadia te Changa both Bhaina,2017-07-13 10:03:30,12528,2598,0
658,ButterChicken Butter Milk amp ButterFly all the way from Punjab With marvellous Nooran Sisters,2017-07-13 09:56:19,15595,3411,0
659,Harinder Harry heads home To Punjab to free the Butterfly,2017-07-13 04:57:08,24635,4663,1
660,Thank you Hindware for associating with us on Jab Harry Met Sejal,2017-07-12 22:29:04,9667,2231,0
661,Jab Harry Sejal met the Foodpandas thank u for associating with us,2017-07-12 22:28:25,7689,1929,0
662,We were happy to look for your ring too Thank u TBZ for associating with us,2017-07-12 22:27:34,6725,1856,1
663,Cheers to a wonderful association with Sejal Harry and all at Heineken,2017-07-12 22:26:47,7410,1862,1
664,This is very sweet Thank u for associating with Harry Sejal and the team,2017-07-12 22:25:40,6432,1848,1
665,C amp K Thx for embarking on this journey with us,2017-07-12 22:24:24,6091,1679,0
666,15 beautiful yrs Devdas Thx Sanjay Binod Bela Aish Jagguda amp cast crew for my fav film,2017-07-12 22:18:43,15146,3319,1
667,Thank u for ur association,2017-07-12 11:17:31,9830,2259,0
668,Quite awesome,2017-07-12 10:26:42,9629,2242,1
669,Saw Pilgrims determined 2 continue Yatra inspite of the dastardly attack Faith makes u Brave amp will always win over cowardice amp terrorism,2017-07-11 10:24:33,32088,7943,1
670,More than stardom I believe he is born for Lovedom So fortunate to get such love from so many he is blessed,2017-07-11 09:12:48,14726,3319,1
671,Thank u for allowing us to shoot in your Iconic museum Extremely gracious of u,2017-07-11 09:07:58,10927,2513,1
672,Thank u my love Missing u,2017-07-11 07:03:17,10139,2310,1
673,Saddening to see innocent lives being taken Prayers for the victims amp may God give strength to the families of the AmarnathYatra pilgrims,2017-07-10 20:34:12,23664,6528,1
674,Safar ka hi tha main Safar ka raha,2017-07-10 18:01:49,19484,4260,1
675,Bhai ka talent impressive hai u r rite But uske six pack dekhe tumne No competition to me as yet,2017-07-10 14:37:04,12074,2811,1
676,Come on convince Imtiaz na u and i can make it a duet Please I want to sing this song I will teach u the Notes,2017-07-10 14:04:32,13298,3138,0
677,kamil Imtiaz wouldn t let me sing our fav song Safar did amp yeah it s better,2017-07-10 12:16:22,15104,4870,1
678,I want to do this too Glad u like the song,2017-07-10 09:06:34,11182,2403,1
679,Sending u the next one releasing today Hope u like that too Safar,2017-07-10 08:41:44,14446,3462,0
680,When she says my name it sounds like Hairy Dairy Mary Fairy anything but Harry But I like it,2017-07-07 08:56:18,17885,3834,0
681,Early morning 2 bed early nite 2 rise makes a man cut down his age by twice Healthy habits bro Lighting helps too,2017-07-06 16:53:24,17807,3778,1
682,Hectic but fun song shoot Back on floor on a rainy languid kind of day,2017-07-06 12:56:02,37624,5914,1
683,RT Radha hits the 2M milestone on Saavn and rules the Weekly top 15 charts at 1 Click and spread the love,2017-07-05 08:55:38,0,2181,1
684,Thank u so much bro Bless u and the family,2017-07-05 07:54:56,17945,3238,1
685,Groove with us on BeechBeechMein full song,2017-07-03 19:16:42,14546,4019,1
686,Sur lag jata hai mera tumhaare wala BeechBeechMein SongTrailer,2017-07-03 18:24:17,16355,4101,0
687,Will be at Tamasha in 45 mins Flt delay amp a bit of traffic aapke aur mere Beech Beech Mein,2017-07-03 16:17:13,14985,3419,-1
688,RT And what you were seeking has been found on Twitter Use the hashtags JHMS or JabHarryMetSejal to make the ring appear,2017-07-03 06:37:36,0,1873,0
689,You know what ma am Aisa kaam mujhse aaj tak kisine nahi karwaya JHMSMiniTrail5,2017-07-02 13:44:09,18585,4212,0
690,For those happy moments amp relationships which r fun cos they r not complete sort of BeechBeechMein Tomorrow,2017-07-02 12:28:49,25013,5366,1
691,Sejal this one s for you SejalWave,2017-07-01 08:06:47,29703,5764,0
692,Thx for liking this song so much next one to follow soon,2017-07-01 07:56:49,14250,3170,0
693,U don t need to look far away for what u seek It s right here altogether Jab MiniTrails Met MiniTrails,2017-06-30 16:05:16,22189,5231,1
694,Harry aur Sejal ki tarah idhar udhar bhatakne se behtar hai ki sab kuch ek hi jagah mil jaaye toh Jab,2017-06-30 15:58:20,26639,5298,0
695,Ma am Kitni baar kahoon mere liye Sejal hi kaafi hai JHMSMiniTrail4,2017-06-30 09:55:45,17997,4516,-1
696,What exactly happened that night ItHappenedOneNight,2017-06-29 16:52:55,22153,4739,1
697,Good idea,2017-06-28 17:12:58,16259,3308,1
698,Imtiaz Idhar ka hi hoon main udhar ka raha safar ka hi hoon main safar ka raha Rain song,2017-06-28 11:25:53,30561,6169,1
699,RT This is how is going ga ga over Radha from JabHarryMetSejal,2017-06-27 09:50:16,0,1555,0
700,Eid Mubarak Thank you for making my day special And thank you for joining me on this glorious journey of 25 years,2017-06-26 16:27:28,69131,18452,1
701,RT Buckle up for a new experience NewGenHyundai To stay updated click here,2017-06-26 13:37:38,0,1279,1
702,Coming out in a bit friends,2017-06-26 09:01:06,15547,3032,0
703,The song is lovely and so are you Made my day seeing u sing it,2017-06-26 08:32:55,12092,2609,1
704,Aap ko bhi Lots of love to u and family,2017-06-26 08:26:43,12567,2420,1
705,Thank u so much my man Really sweet of u,2017-06-25 16:59:20,13910,2795,1
706,Went 2 bed early cos been a hectic week Woke up for no reason amp realised I am 25 yrs old Will deal with all this love tom Thx for bearing me,2017-06-24 21:36:22,30015,5511,1
707,So special Thx to Mr Palekar Rani Suniel juhi amp crew amp especially Bobby,2017-06-24 12:46:26,18857,3598,0
708,All my love to u lil one Have a good shoot U do well Bosky,2017-06-23 08:35:37,8117,1822,1
709,Please catch Raees on Zee,2017-06-22 15:33:19,18047,3630,0
710,Wish u all the best,2017-06-22 12:44:46,10558,2264,1
711,The pleasure is all mine,2017-06-22 12:44:06,8630,2004,0
712,To all my Tamil friends heres the dynamic trailer of my friend Maddy s film VikramVedha,2017-06-22 11:32:30,17293,4880,0
713,Thank u sir So glad u like it Let s shoot na Missing u,2017-06-22 09:55:15,12124,2586,1
714,Thk u hon ble CM for regaling us with ur stories of the past struggles amp vision of ur future dreams,2017-06-22 08:16:20,20490,3745,-1
715,Aah well That kind of a happy day Thx everyone in Gujarat for ur love,2017-06-21 22:13:18,11771,3453,1
716,Meri Sejals Meri Radhas made Imtiaz Ali take this picture so he stays out of it love you all,2017-06-21 12:41:13,20207,4584,1
717,Sejal Time s up Bata de will you be my Radha RadhaOutNow,2017-06-21 12:36:05,14531,4359,0
718,Thank u so much,2017-06-21 10:51:31,11883,2389,1
719,Thank u so much Bless u,2017-06-20 23:06:45,11143,2348,1
720,Happy u like them Diana Thanks,2017-06-20 16:47:40,11084,2205,1
721,Thank u sir We r trying our best,2017-06-20 16:46:51,9186,2056,1
722,Thank u and thank u for Sita too Will read in a few days,2017-06-20 16:45:12,9011,2077,-1
723,Thank u,2017-06-20 12:32:03,9655,2025,0
724,Thank u for liking them,2017-06-20 12:25:54,9087,1960,0
725,Thank u lovely one,2017-06-20 12:24:06,8130,1995,1
726,I warned u I am cheap,2017-06-20 12:20:00,7253,1847,1
727,Glad u r enjoying it,2017-06-20 12:18:50,7770,1874,1
728,Say what Is t it cool Thanks,2017-06-20 12:17:45,7291,1874,1
729,Thank u for hosting us,2017-06-20 12:17:10,6427,1651,0
730,U r too sweet Thanks,2017-06-20 12:15:59,8047,1931,1
731,Thank u for like big it,2017-06-20 12:13:46,6862,1744,0
732,Thank u so much,2017-06-20 12:12:07,6680,1725,1
733,Well they have all agreed to be my Radha Do you RadhaComingTomorrow,2017-06-20 10:37:09,21760,4654,0
734,Excuse yeh hai ki main character hu A1 JHMSMiniTrail3,2017-06-20 04:35:35,15397,4142,1
735,Extremely happy amp proud to be part of Global League Will try our best to make Cape Town amp Newlands proud of us,2017-06-20 00:37:09,14609,3033,1
736,Ha ha,2017-06-19 10:50:02,8424,1693,0
737,And a fulfilling Father s Day at Arth designed by,2017-06-19 10:17:46,30598,4437,0
738,My pleasure,2017-06-19 09:39:10,8979,1738,0
739,This is a must watch,2017-06-19 09:26:21,8984,2260,0
740,Ab mujhe darne ki zaroorat nahi Ye Indemnity Bond hai na JHMSMiniTrail2,2017-06-19 05:53:55,13950,3680,0
741,Me too me too Love u,2017-06-18 11:44:41,10233,2016,1
742,Sejal maine toh pehle se hi bataya tha ki main thoda sa cheap hoon Aur kal kuch aur batata hoon,2017-06-18 09:21:40,14962,4484,1
743,Yeah sure in my dreams I would ever be able to smash u around Ha ha,2017-06-18 08:22:47,12621,2666,1
744,Thank u mate Been so long since we met Be well amp enjoy the match,2017-06-18 08:16:14,10751,2444,1
745,All spruced up 2 cheer for CT17 Finals Also excited to present the MiniTrails to the world JabHarryMetSejal,2017-06-18 08:09:34,30418,6271,1
746,Thank u ji,2017-06-18 06:44:01,8089,1904,0
747,Am glad u enjoyed it Thanks,2017-06-17 17:32:35,9945,2219,1
748,Thank u sir U r kind,2017-06-17 17:14:00,10117,2322,1
749,Thank u for coming,2017-06-17 17:13:30,8732,2233,0
750,Yes fun time and win time tomorrow Thx for having me on the show always a pleasure,2017-06-17 17:11:57,12620,3074,1
751,Kithe hai kudi Kithe hai meri Sejal Aa raha hun dil waapas lene Let me know your city,2017-06-17 17:06:14,19798,5393,0
752,Jagga Jasoos we r quits now Hisaab barabar Give his share for the Jab part in JHMS please,2017-06-17 09:33:18,29205,5526,0
753,Leather jacket the bike with macho Imtiaz sir atop The pic is self explanatory V r fans of his model like looks,2017-06-16 12:21:59,19462,3945,0
754,Wish u and ur family health and happiness,2017-06-15 11:57:28,12493,2217,1
755,,2017-06-15 03:19:14,33111,4778,0
756,Thx for the tip ma m we r all set for 2017 too then,2017-06-15 03:09:26,24132,4730,0
757,U could have used a better picture for Harry Sejal looks lovely,2017-06-14 13:02:52,16126,3165,1
758,Was working so couldn t attend this lively recording for JabHarryMetSejal,2017-06-14 13:01:20,16015,3042,1
759,Action comedies Love u,2017-06-13 12:36:30,8288,1789,1
760,Thank u all Have to go now Movie time with AbRam Love and happiness to everyone Till next AskSRK,2017-06-13 12:35:49,16448,3967,1
761,Love u all,2017-06-13 12:28:14,6588,1365,1
762,Ab iska kya jawab doon I love the title,2017-06-13 12:25:49,7403,1445,1
763,Songs are very good and situational,2017-06-13 12:23:04,6589,1360,1
764,She is lovely,2017-06-13 12:21:34,6404,1377,1
765,See it on 15th,2017-06-13 12:19:44,5381,1096,0
766,In spirit of course Have shooting here,2017-06-13 12:19:16,5128,1119,0
767,So glad she is doing such varied roles,2017-06-13 12:18:39,5642,1201,1
768,Yeh joke purana ho gaya koi nayi baat batao,2017-06-13 12:18:07,8323,1695,0
769,Pizza bhi deliver kar doon ghar mein,2017-06-13 12:17:21,10896,2420,0
770,Captain Cool,2017-06-13 12:16:23,6985,1546,1
771,We r a family of jokers all the boys in the family,2017-06-13 12:16:00,6519,1293,0
772,Love u,2017-06-13 12:15:28,4778,960,1
773,I like the shape of you,2017-06-13 12:15:12,5910,1290,0
774,Breakage is bad period,2017-06-13 12:13:06,5365,1163,0
775,For the same reason that Rhythm is spelt like this,2017-06-13 12:10:44,5838,1171,0
776,Pucca,2017-06-13 12:07:13,4861,1071,0
777,Nahi toh kya,2017-06-13 12:06:53,4861,1037,0
778,U r all beautiful,2017-06-13 12:06:06,5695,1313,1
779,All the best,2017-06-13 12:05:29,4445,907,1
780,Red Chillies all films on Netflix don t know about YRF,2017-06-13 12:05:09,4789,1049,0
781,Was fun And Diljit has sung it awesomely,2017-06-13 12:04:12,5854,1282,1
782,Yes seeing that one only,2017-06-13 12:02:49,4599,975,0
783,Dil le gayi kuddi Gujarat ki,2017-06-13 12:02:22,6105,1276,0
784,Taking 10 mins break from AskSRK putting on A dinosaur movie for AbRam,2017-06-13 11:56:31,10046,1870,0
785,Nahi uss din main Salman ke saath hoon,2017-06-13 11:46:24,8449,1798,1
786,Sapien,2017-06-13 11:45:48,4619,1009,0
787,And no need for population control here,2017-06-13 11:45:32,6327,1381,0
788,I had thought it will be loved but in life wot u love need not be an object of universal love So I have Fan to m,2017-06-13 11:44:40,6260,1538,1
789,Hello Garib,2017-06-13 11:42:29,8572,1850,0
790,Puppy eyes work always,2017-06-13 11:42:02,4751,1021,0
791,Peace Love and Kindness damn I sound like Pageant contestant,2017-06-13 11:41:17,5792,1323,1
792,So sorry but main Sejal ke saath hoon uss din,2017-06-13 11:40:10,6191,1271,-1
793,Tum bhi,2017-06-13 11:38:44,4399,909,0
794,To begin with it s Jan Harry Met Sejal U will as days pass,2017-06-13 11:38:23,4393,955,0
795,Love u,2017-06-13 11:37:50,4490,911,1
796,Awesome and a gentleman,2017-06-13 11:37:37,5270,1300,1
797,Choti choti khushi mil Rahi hai,2017-06-13 11:37:17,5171,1122,0
798,Always get so much love when I am there,2017-06-13 11:36:02,4956,1030,1
799,Love to u,2017-06-13 11:35:39,4256,878,1
800,Thanks for appreciating,2017-06-13 11:34:45,4284,964,1
801,Hi,2017-06-13 11:33:01,4760,916,0
802,Marks don t maketh a person u have have a lifetime to make a mark in life I got only 88 I think,2017-06-13 11:32:22,4496,1078,0
803,Love to mom and u,2017-06-13 11:31:07,4386,965,1
804,Butterfly and a Diplo song,2017-06-13 11:29:33,5654,1440,0
805,He has a great sense of humour and is very kind,2017-06-13 11:28:04,4824,1073,1
806,Meryl Streep,2017-06-13 11:27:32,4547,1049,0
807,Been working for 25 yrs to get noticed don t want to be invisible ever,2017-06-13 11:26:52,8174,2539,0
808,Love u,2017-06-13 11:26:14,4329,938,1
809,Yes and it s called Rehnuma also,2017-06-13 11:26:05,4962,1225,0
810,Jumping in front of me,2017-06-13 11:25:34,5544,1275,0
811,Your own love stories,2017-06-13 11:24:29,5012,1188,1
812,Bech rahe ho kya,2017-06-13 11:23:20,6833,1675,0
813,And because it s been a while and exciting stuff happening all around lets do a AskSRK 15 mins then I hav to dissolve into work,2017-06-13 11:21:49,9403,1854,1
814,And for those who r feeling like this today remember there r so many other days Jab Charlie Met Snoopy,2017-06-13 11:13:42,14683,4085,1
815,Chalte Chalte our first commercially successful film Changed the course of our lives It was lovely Aziz juhi amp Rani,2017-06-13 11:08:54,9582,2286,1
816,So nice to see sooo many meeting so many This is my contribution Jab Harry Met Hair all over the place Ali,2017-06-12 11:08:19,32106,5089,1
817,It s so good amp relaxing to see our team so much in control Well done Team India,2017-06-11 15:31:54,31730,5490,1
818,It was fun shooting with u All the best,2017-06-10 06:13:04,12220,2480,1
819,I am so sorry Sejal Badala Hope u like my next film title better it s called Badala oops Badle ki Aag,2017-06-10 06:10:37,14956,3075,-1
820,Your title I have kept for the film you and I do next,2017-06-09 14:06:49,17712,3537,0
821,Exactly JabHarryMetSejalAug4,2017-06-09 12:20:35,15564,4424,1
822,Do nothing Just,2017-06-09 11:19:40,21668,5138,0
823,Bhai title mein hi itna time lag gaya trailer ki baat kar rahe ho aap,2017-06-08 21:18:34,15408,3446,0
824,Just in case Ranbir Kapoor ever claims it the title Jab Harry met Sejal was never ever suggested by him So he doesn t win the Rs 5000 reward,2017-06-08 21:17:28,22294,4546,1
825,is seeking you,2017-06-08 19:13:43,35858,9132,0
826,Very beautiful,2017-06-06 16:51:41,12831,2627,1
827,As overplayed as the pun is I still can t resist writing Hav u ever seen a better pair of perfect fitting genes,2017-06-06 16:43:34,39854,7073,1
828,Chulbul Panda,2017-06-06 16:26:34,12888,3036,0
829,Have a good day Thank u,2017-06-04 09:52:57,14676,2877,1
830,This brings so much happiness on sets amp the reason is cos he has the most beautiful daughter amp wife dimples overload Thx sir,2017-06-04 01:56:07,20729,3929,1
831,My friend new film Dear Maya is out today She is so beautiful in more ways than anyone can imagine do go and see her film please,2017-06-03 00:04:08,26034,4475,1
832,TGIF Survived the week inspite of a plane crash fatal accident on sets amp yet another title of Imtiaz Ali film,2017-06-02 09:59:21,32870,6139,0
833,And u r doing it all over again We should hav another nite like this I still have the shirt,2017-05-30 04:33:11,16272,3217,0
834,Well done All the best,2017-05-30 04:28:51,13245,2698,1
835,May you be blessed by the love of God and be guided by Him,2017-05-28 11:03:50,37600,8774,1
836,Ur pic makes me miss my beard,2017-05-28 09:48:35,16288,3624,0
837,How sweet are you to say that amp of course when u say it then it s big encouragement for the little one Thanks,2017-05-28 09:46:24,15441,3290,1
838,Exhausted after the little ones party Jumping Jacks r a killer Phew,2017-05-27 18:13:53,16340,3516,-1
839,I felt that only parents know how to love their child the overwhelming msgs for AbRam make me realise u all lov him so much too Grateful,2017-05-27 10:53:13,32931,5823,1
840,Heat hard work and happiness beckons to sets,2017-05-26 09:05:07,34722,6017,1
841,Wow Daddy cool cool cool Be healthy and happy my friend,2017-05-26 07:21:27,16769,3214,1
842,My best 2 David amp Brad for the release of War Machine on Pleasure to meet u both amp Brad the dance remains,2017-05-24 14:47:24,29135,6167,1
843,I also couldn t afford the suit for part2 Dekhna bhai if u get a chance during ur robberies get me one too,2017-05-23 14:37:44,23575,4367,0
844,Extremely sad to start days when innocent lives are lost Prayers for the deceased amp strength to the families of the Manchester victims,2017-05-23 05:34:40,32944,8627,0
845,And thank u all for the wishes for Suhana Will pass them on when she is back am sure she will be overwhelmed with your love,2017-05-22 09:49:43,24980,4364,1
846,All the best papa He looks as tough and gentle as you May all good things come his way,2017-05-22 09:38:42,19925,3741,1
847,Thank u guys it s marvellous,2017-05-22 00:46:09,11020,2398,0
848,Thank u for the 25 millions times love and support you all give all the time,2017-05-21 14:51:09,29902,6468,1
849,U have made my practice sessions public Now everyone will know I am not smart,2017-05-20 15:48:00,18241,4008,-1
850,Best of luck and have a good show both bhaajis,2017-05-19 07:31:38,18737,2942,1
851,Glad on the winning side tonite But play offs need to have an extra day in case of an abandoned match Ami KKR onwards with,2017-05-17 22:03:32,24554,4745,1
852,Thx IPL for a great season amp everything that goes with it Time 2 leave in a bit if the rain doesn t stop or the match doesn t start,2017-05-17 18:51:28,23536,4283,1
853,Amazing how u take these candid pics my man Didn t even realise when u did,2017-05-15 17:27:57,17192,3339,1
854,Am so happy u feel the msg of love Hope my expression of it reaches more so that all know that love is all u need,2017-05-15 08:29:17,14812,2899,1
855,My pleasure to help her through the crowd,2017-05-14 17:30:32,17291,3489,0
856,Nostalgia heartbreaks amp highs Shared a full lifetime with my team over the last 10 yrs in Kolkata our city Thx all,2017-05-14 16:57:50,26164,4743,1
857,TED dy Walk,2017-05-13 12:36:57,30031,4892,0
858,TEDdy Talk and walk,2017-05-13 09:57:05,21912,3959,0
859,Thank u my man,2017-05-11 21:06:21,11721,2181,0
860,Thank u so much ma m,2017-05-11 21:05:46,7780,1785,1
861,Thank u,2017-05-11 17:10:33,9958,1951,0
862,Ha ha See u soon,2017-05-11 17:10:11,8246,1777,0
863,U r keep me with your words and liking Thank u,2017-05-11 17:09:53,9220,1918,0
864,Thank u my friend,2017-05-11 17:08:27,7129,1680,0
