Sno,Tweet,Date,Likes,RTs,Sentiments
196,Mark Wood is sold to ChennaiIPL for INR 150 lacs VIVO IPLAuction,2018-01-28 10:10:15,3,0,0
197,Chaitanya Bishnoi is sold to ChennaiIPL for INR 20 lacs VIVO IPLAuction,2018-01-28 10:10:14,2,0,0
198,Aryaman Vikram Birla is sold to rajasthanroyals for INR 30 lacs VIVO IPLAuction,2018-01-28 10:10:14,2,0,0
199,Pavan Deshapnde is sold to RCBTweets for INR 20 lacs VIVO IPLAuction,2018-01-28 10:10:13,1,0,0
200,3rd T20I Pakistan beat New Zealand by 18 runs After 20 0 Ov New Zealand 163 6 Tom Blundell 3 5b Mitchell Santner 24 12b NZvPAK,2018-01-28 10:05:23,1,0,1
201,Mujeeb Zadran currently 16 years and 306 days is set become the youngest overseas player in the IPL beating Mitch,2018-01-28 06:30:37,1,0,0
202,Mujeeb Zadran is sold to lionsdenkxip for INR 400 lacs VIVO IPLAuction,2018-01-28 06:10:15,1,0,0
203,And we re back VIVO IPLAuction,2018-01-28 06:10:15,1,0,0
204,Mujeeb Zadran 16 years old of Afghanistan is the youngest player to be brought in an IPLAuction Previous younge,2018-01-28 06:10:14,2,0,-1
205,Biggest bids for Indian players in any IPLAuction 16 00 Yuvraj 2015 DD 14 00 Yuvraj 2014 RCB 12 50 D Kart,2018-01-28 06:10:14,0,0,0
206,Afghanistan players in IPL Rashid Khan 9 crores by SRH Mohammad Nabi 1 crore by SRH Mujeeb Zadran 4 crore by KXIP IPLAuction,2018-01-28 06:10:13,0,0,0
207,Here s an update on the purse remaining for each team at VIVO IPLAuction,2018-01-28 06:00:55,2,1,0
208,RR had 16 55 crores in purse and then they bought Unadkat for 11 5 crores They spent about 70 of their remaining,2018-01-28 06:00:55,0,0,-1
209,Amount left with each franchisee RCB 3 25 Cr SRH 3 95 Cr DD 4 15 Cr RR 5 05 Cr KKR 6 60 Cr MI 7 10 Cr CSK 14 40 C,2018-01-28 06:00:54,0,0,0
210,Finally CSK buy fast bowler Shardul Thakur for 2 6Cr and Dale Steyn goes unsold,2018-01-28 05:50:27,0,0,1
211,Dale Steyn remains unsold VIVO IPLAuction,2018-01-28 05:50:27,0,0,0
212,imShard is sold to ChennaiIPL for INR 260 lacs VIVO IPLAuction,2018-01-28 05:50:27,0,0,0
213,In the set of Capped Fast bowlers all got sold except Dale Steyn IPLAuction,2018-01-28 05:50:26,0,0,1
214,Expensive player Ben Stokes 12 5Cr Expensive Indian player Jaydev Unadkat 11 5Cr Both bought by Rajasthan,2018-01-28 05:50:26,3,0,-1
215,Jaydev Unadkat costliest buy of the day he goes to RR for 11 5Cr which is also second highest bid of this season,2018-01-28 05:50:26,2,0,0
216,trent boult is sold to DelhiDaredevils for INR 220 lacs VIVO IPLAuction,2018-01-28 05:50:25,0,0,0
217,JUnadkat is sold to rajasthanroyals for INR 1150 lacs VIVO IPLAuction,2018-01-28 05:50:24,3,1,0
218,An intense bidding battle on for JUnadkat VIVO IPLAuction,2018-01-28 05:50:24,0,0,1
219,How rajasthanroyals got the most priced overseas and Indian player entering the fray last minute and walking away,2018-01-28 05:40:28,1,1,1
220,Jaidev Undakat 30 laks in 2017 RPS goes sold for 11 5 crores to RR That s an increase of 38 83 times from th,2018-01-28 05:40:27,0,0,0
221,Jaydev Unadkat the most expensive Indian buy of this auction 11 5 crore by RR IPLAuction,2018-01-28 05:40:27,0,0,0
222,Mohammed Siraj 2017 Sold to SRH for 2 6Cr 2018 Sold to RCB for 2 6Cr,2018-01-28 05:40:27,0,0,0
223,Nathan Coulter Nile is sold to RCBTweets for INR 220 lacs VIVO IPLAuction,2018-01-28 05:40:26,0,0,0
224,Mohammed Siraj is sold to RCBTweets for INR 260 lacs VIVO IPLAuction,2018-01-28 05:40:26,0,0,0
225,After buying Imran Tahir CSK was left with 17 cr and had the fewest purse remaining then They now have the most a,2018-01-28 05:40:26,0,0,1
226,SRH Indian pacers so far Bhuvneshwar Sidharth Kaul Sandeep Sharma Basil Thampi T Natarajan Syed Khaleel Ahmed Not,2018-01-28 05:40:25,0,0,1
227,KKR buy first player on this second day Vinay Kumar for 1 crore CSK are the only team not yet bought any player,2018-01-28 05:30:25,1,0,1
228,SRH and DD emerging strong as the auction progress as they picked solid players covering all the bases,2018-01-28 05:30:24,0,0,1
229,Vinay Kumar R is sold to KKRiders for INR 100 lacs VIVO IPLAuction,2018-01-28 05:30:24,0,0,0
230,sandeep25a is sold to SunRisers for INR 300 lacs VIVO IPLAuction,2018-01-28 05:30:23,1,0,0
231,lionsdenkxip use their RTM card to retain Mohit Sharma for INR 240 lacs VIVO IPLAuction,2018-01-28 05:30:23,2,0,0
232,Whenever CSK bid for seam bowler someone uses RTM to snatch it,2018-01-28 05:20:15,2,1,0
233,Rashid 9 Cr M Nabi 1 Cr 10Cr goes to Afghanistan pocket which is big for their Cricket,2018-01-28 05:20:14,1,0,0
234,rajasthanroyals use their RTM card to retain dhawal kulkarni for INR 75 lacs VIVO IPLAuction,2018-01-28 05:20:14,1,0,0
235,Rishi Dhawan remains unsold VIVO IPLAuction,2018-01-28 05:20:13,1,1,0
236,Mohammad Nabi is sold to SunRisers for INR 100 lacs VIVO IPLAuction,2018-01-28 05:20:13,0,0,0
237,Rashid Khan and Mohammad Nabi the first Afghanistan players in IPL are again bought by SRH IPLAuction,2018-01-28 05:20:12,0,0,1
238,It s going to be musical chairs bw Shakib Nabi amp Carlos Brathwaite at SRH IPLAuction,2018-01-28 05:20:11,0,0,0
239,Cuttsy31 is sold to mipaltan for INR 220 lacs VIVO IPLAuction,2018-01-28 05:10:19,0,0,0
240,Moises Henriques remains unsold VIVO IPLAuction,2018-01-28 05:10:18,0,0,0
241,Corey Anderson remains unsold VIVO IPLAuction,2018-01-28 05:10:18,0,0,0
242,gurkeeratmann22 is sold to DelhiDaredevils for INR 75 lacs VIVO IPLAuction,2018-01-28 05:10:17,0,0,0
243,Pawan Negi is a very good buy at one crore for RCB especially at the revamped Chinnaswamy Took 16 wkts last seaso,2018-01-28 05:10:17,1,0,1
244,RCBTweets DD also completes 18 players,2018-01-28 05:10:16,0,0,0
245,Delhi making their squad even stronger by snapping one more all rounder Daniel Christian for 1 5Cr,2018-01-28 05:10:16,1,0,1
246,Jayant Yadav is sold to DelhiDaredevils for INR 50 lacs VIVO IPLAuction,2018-01-28 05:00:54,2,0,0
247,danchristian54 is sold to DelhiDaredevils for INR 150 lacs VIVO IPLAuction,2018-01-28 05:00:53,1,0,0
248,RCBTweets use their RTM card to retain Pawan Negi for INR 100 lacs VIVO IPLAuction,2018-01-28 05:00:53,1,0,0
249,vinayakkm With Harbhajan Karn Sharma Jadeja amp Tahir Jadhav Raina as well Sundar not a must for them Surely,2018-01-28 05:00:53,0,0,0
250,Pawan Negi in IPLAuction INR crores 2014 0 10 CSK 2016 8 50 DD 2017 1 00 RCB 2018 1 00 RCB RTM IPL2018,2018-01-28 05:00:52,0,0,0
251,RCBTweets get Pawan Negi using their RTM card and by that they become the first team to complete the minimum squad,2018-01-28 05:00:52,0,0,1
252,Pawan Negi 2016 8 5 crores 2017 1 crore 2018 1 crore IPLAuction,2018-01-28 05:00:51,1,0,0
253,Washington Sundar sold to RCB for 3 2Cr Good inform player with both bat and ball,2018-01-28 05:00:51,2,0,1
254,Washington Sundar is sold to RCBTweets for INR 320 lacs VIVO IPLAuction,2018-01-28 05:00:50,1,0,0
255,Numbers Compositions and Decisions it s all happening here at VIVO IPLAuction,2018-01-28 05:00:50,4,0,0
256,tiwarymanoj is sold to lionsdenkxip for INR 100 lacs VIVO IPLAuction,2018-01-28 05:00:49,1,0,0
257,Colin Ingram remains unsold VIVO IPLAuction,2018-01-28 05:00:49,1,0,0
258,Travis Head remains unsold VIVO IPLAuction,2018-01-28 05:00:49,1,0,0
259,Narbavi Ambati,2018-01-28 05:00:48,1,0,0
260,Set of capped batsmen Sold Lewis Mandeep S Tiwary M Tiwary Unsold Hales Head Ingram S Marsh Morgan Simmons IPLAuction,2018-01-28 04:50:11,2,0,0
261,England star players Root Hales and Morgan all remains Unsold,2018-01-28 04:50:11,1,0,0
262,mandeeps12 is sold RCBTweets for INR 140 lacs VIVO IPLAuction,2018-01-28 04:50:11,1,0,0
263,The lionsdenkxip think tank in conversation at VIVO IPLAuction,2018-01-28 04:50:10,2,0,0
264,Lendl Simmons remains unsold VIVO IPLAuction,2018-01-28 04:50:10,1,0,0
265,Shaun Marsh remains unsold VIVO IPLAuction,2018-01-28 04:50:09,1,0,0
266,Eoin Morgan remains unsold VIVO IPLAuction,2018-01-28 04:50:09,1,0,0
267,Alex Hales remains unsold VIVO IPLAuction,2018-01-28 04:50:08,1,0,0
268,Saurabh Tiwary is sold to mipaltan for INR 80 lacs VIVO IPLAuction,2018-01-28 04:50:08,0,0,0
269,Mumbai Indians bought Evin Lewis for 3 8Cr worth buy he is already hitting headlines in T20I Cricket,2018-01-28 04:40:13,1,0,1
270,Karnataka players KL Rahul for 11Cr to KXIP M Pandey for 11Cr to SRH G Krishnappa for 6 2Cr to RR Karun Nair for 5 6Cr to KXIP,2018-01-28 04:40:12,2,0,0
271,Evin Lewis is sold to mipaltan for INR 380 lacs VIVO IPLAuction,2018-01-28 04:40:12,2,0,0
272,The RCB Boys at VIVO IPLAuction,2018-01-28 04:40:12,10,1,0
273,Murugan Ashwin is sold to RCBTweets for INR 220 lacs VIVO IPLAuction,2018-01-28 04:40:11,2,0,0
274,4 players sold from the set of uncapped spinners all fetched big money Gautham Krishnappa 6 2 Cr by RR Shahbaz,2018-01-28 04:40:11,2,0,0
275,Shivil Kaushik remains unsold VIVO IPLAuction,2018-01-28 04:30:25,0,0,0
276,Iqbal Abdullah remains unsold VIVO IPLAuction,2018-01-28 04:30:25,0,0,0
277,Gowtham Krishnappa is sold to rajasthanroyals for a whopping INR 620 lacs VIVO IPLAuction,2018-01-28 04:30:24,0,0,0
278,Gautham Krishnappa fetches a bid of 6 2 crores from his base price of 20 lacs which is 31 times his base price Ra,2018-01-28 04:30:24,0,0,-1
279,Shahbaz Nadeem has always been with Delhi Daredevils since he made his debut in IPL 2011 DD get him again in thi,2018-01-28 04:30:24,0,0,0
280,J Suchith remains unsold VIVO IPLAuction,2018-01-28 04:30:23,0,0,0
281,Tejas Baroka remains unsold VIVO IPLAuction,2018-01-28 04:20:09,1,0,0
282,Sai Kishore Ravi Srinivaasan remains unsold VIVO IPLAuction,2018-01-28 04:20:09,1,0,0
283,Shahbaz Nadeem is sold to DelhiDaredevils for INR 320 lacs VIVO IPLAuction,2018-01-28 04:20:08,1,0,0
284,KC Cariappa remains unsold VIVO IPLAuction,2018-01-28 04:20:08,0,0,0
285,Rahul Chahar is sold to mipaltan for INR 190 lacs VIVO IPLAuction,2018-01-28 04:20:07,0,0,0
286,First up are the uncapped spinners VIVO IPLAuction,2018-01-28 04:10:12,0,0,1
287,5 minutes to go for Day Two to commence at VIVO IPLAuction,2018-01-28 04:10:12,1,0,0
288,Puse left amp squad strength for each team INR crores CSK 17 amp 11 DD 12 3 amp 15 KKR 7 6 amp 12 KXIP 21 9 amp 10 RTM 1,2018-01-28 03:50:39,1,0,0
289,3rd T20I New Zealand v Pakistan at Mount Maunganui Jan 28 2018 Match scheduled to begin at 19 00 local time 06 00 GMT NZvPAK,2018-01-28 01:27:14,3,0,1
290,5th ODI Australia v England at Perth Jan 28 2018 Match scheduled to begin at 11 20 local time 03 20 GMT AUSvENG,2018-01-28 01:27:14,1,0,0
291,RT Brokenpundit India went with all rounder Hardik Pandya to South Africa and will come home with all rounder Bhuvneshwar Kumar,2018-01-27 17:10:13,5,0,0
292,RT srinathsripath The Kings XI scattergun today 53 capped players 21 bids 5 successful acquisitions CSK Averag,2018-01-27 17:10:13,3,0,1
293,A few trivia and some trends from Day One of IPLAuction,2018-01-27 16:50:21,6,0,-1
294,First thing we have never complained any of the pitches in this series Second when we saw this pitch we wanted t,2018-01-27 16:30:06,6,0,1
295,Bhuvneshwar Kumar is the only player to score 100 runs and to take 10 wickets in this series PS He played only two tests,2018-01-27 16:25:12,4,0,0
296,dibyajyotinayak Yes it is,2018-01-27 16:25:11,1,0,0
297,This is the first time in Test cricket history that all 120 wickets have fallen in a three match series SAvIND INDvSA,2018-01-27 16:25:11,3,0,1
298,Thanks to Kapil Dev because of him Indian youngsters started to take fast bowling swing bowling and seam bowling Gavaskar,2018-01-27 16:15:28,1,0,1
299,Taking all wickets in a Test Series vs SA in South Africa 2006 60 Wickets 2018 60 Wickets 2013 40 Wickets,2018-01-27 16:10:13,1,0,0
300,RT Broken Statz MOM 1st test Philander bowler 2nd test Lungi Ngidi bowler 3rd test Bhuvi bowler MO,2018-01-27 16:00:59,4,0,0
301,Bhuvneshwar Kumar in this SAvInd series 1st Test India s highest wkt taker amp faced most balls 2nd Test Dropp,2018-01-27 15:55:33,3,0,1
302,Dean Elgar carried his bat in the 2nd inns First v India since Saeed Anwar 188 at Kolktata 1999 5th over,2018-01-27 15:55:32,1,0,1
303,Most runs in this series 286 Runs Kohli 211 Runs ABD Most Wickets in this series 15 Philander 15 Shami 15 Rabada,2018-01-27 15:50:28,4,0,1
304,Kohli highest run getter in the series 286 runs Shami joint highest wkt taker in the series 15 wkts Thoug,2018-01-27 15:50:27,6,0,0
305,Most Test wins as Indian captain 27 Dhoni 60 matches 21 KOHLI 35 21 Ganguly 49 SAvInd,2018-01-27 15:50:27,4,0,1
306,Shami 2nd innings in this series 1st Test 3 28 2nd Test 4 49 3rd Test 5 28,2018-01-27 15:45:20,2,0,0
307,This SAvIND series now takes the top honours Most dismissals as CAUGHT in a 3 match series 86 SA v IND 20,2018-01-27 15:45:15,1,0,1
308,The bowlers were the biggest positive we haven t done 60 wickets in the past We wan t to correct certain mista,2018-01-27 15:35:24,4,0,1
309,Man of the series Philander,2018-01-27 15:35:24,4,0,0
310,Man of the Match Bhuvi,2018-01-27 15:35:23,4,0,0
311,Virat Kohli is the only player to score century in this tough series for Batsman and that answered to everyone who,2018-01-27 15:35:23,4,0,-1
312,1st Test Bhuvi did well with both bat and ball 2nd Test Dropped 3rd Test Bhuvi did well with both bat and ball,2018-01-27 15:25:30,1,0,0
313,So the record that India never lost a test in Johannesburg stays the home away from home for India,2018-01-27 15:25:29,3,0,0
314,3rd Test India 187 and 247 South Africa 194 and 177 73 3 ov target 241 India won by 63 runs SAvInd,2018-01-27 15:25:29,3,0,0
315,This is first time in same test two Indian fast bowlers to take five wickets haul in South Africa,2018-01-27 15:20:19,3,0,1
316,India in Tests at Wanderers 1992 93 Drawn 1996 97 Drawn 2006 07 Won 2013 14 Drawn 2017 18 Won Unbeaten SAvInd,2018-01-27 15:20:19,3,1,0
317,Of course this is for a series outside India,2018-01-27 15:20:18,2,0,0
318,First time in India s Test history that all 20 wickets in the match have been taken by the fast bowlers SAvInd,2018-01-27 15:20:18,2,0,1
319,Test win for India in SA 2006 Under Dravid 2010 Under Dhoni 2018 Under Kohli,2018-01-27 15:20:17,2,0,1
320,Indian seamers to take test five wickets haul in SA 1 J Srinath 2 V Prasad 3 S Sreesanth 4 J Bumrah 5 M Shami,2018-01-27 15:20:17,3,0,0
321,South Africa did not have an individual hundred in the entire series They did not have one either in 2015 16 serie,2018-01-27 15:20:17,2,0,0
322,Congratulations TeamIndia 3rd Test It s all over India won by 63 runs SAvInd TeamIndia,2018-01-27 15:20:16,2,0,0
323,This is only the second time India have dismissed opponents in ALL the innings of a series 3 Tests The only ot,2018-01-27 15:15:32,2,0,0
324,India outside Asia Since 2011 Excluding WI D L L L L L L L L D L L D D W vs Eng L L L L L D D L L W vs SA,2018-01-27 15:15:31,0,0,0
325,Virat Kohli becomes only third Indian Captain after Dravid and Dhoni to win a test in South Africa,2018-01-27 15:15:30,0,0,1
326,Mohammed Shami loves the sound of timber took four wickets and three of them bowled,2018-01-27 14:55:08,1,0,1
327,Bhuvneshwar Kumar now among the wickets and India inching towards victory,2018-01-27 14:55:07,1,0,0
328,Mohammad Shami in this series 1st inns 3 wkts at ave 50 33 2nd inns 10 wkts at 9 90 Huge difference SAvInd,2018-01-27 14:55:07,1,0,1
329,3rd Test WICKET Andile Phehlukwayo b Mohammed Shami 0 3b South Africa 157 7 68 0 Ovs SAvIND,2018-01-27 14:45:05,1,0,0
330,The Number one side finally arrived to South Africa,2018-01-27 14:40:12,1,0,0
331,RT Krishnan Masi Thank you Star Sports for showing me sorry my words,2018-01-27 14:35:27,0,0,-1
332,What difference can one year make to one s commercial value ask these players Gautam Gambhir 12 5 Cr in 2017 2,2018-01-27 14:30:32,1,0,0
333,3rd Test After 65 0 Ov South Africa 149 5 Dean Elgar 68 210b Vernon Philander 4 10b SAvIND,2018-01-27 14:30:26,2,0,0
334,India were looking for that one wicket after that they are falling like cards because its difficult for new batsman to bat on this track,2018-01-27 14:20:17,1,0,-1
335,WICKET South Africa 144 4 60 6 ov target 241 v India du Plessis b Sharma 2 9 Sharma 13 6 2 28 2 SAvIND,2018-01-27 14:15:07,1,0,0
336,Krunal Pandya was sold for 22 times his base price 40 lakhs to 8 8 crore the highest ratio for any player on da,2018-01-27 14:05:20,5,0,-1
337,Sri Lanka have beaten Bangladesh by 79 runs to win the Tri Nation Series played between hosts Bangladesh Sri Lanka and Zimbabwe,2018-01-27 14:05:20,1,0,1
338,5 most experienced IPL players who were unsold Parthiv 119 matches N Ojha 112 Malinga 110 Gayle 101 Vijay 100 IPLAuction,2018-01-27 13:50:14,4,0,1
339,ODI Hat trick on Debut 1 Taijul Islam 2 Kagiso Rabada 3 Wanidu Hasaranga 4 Shehan Madushanka,2018-01-27 13:50:14,2,0,0
340,GautamGambhir likely to lead DelhiDaredevils in the upcoming IPL season Ricky Ponting Head Coach DD,2018-01-27 13:45:26,4,0,0
341,Shehan Madushanka takes a hattrick on ODI debut and Sri Lanka won the tri series finals,2018-01-27 13:45:26,1,0,0
342,Day 1 of IPLAuction SRH bought the most players 14 MI bought the least players 6 KKR spent the highest mone,2018-01-27 13:45:25,0,0,1
343,Hat trick on ODI debut Taijul Islam Kagiso Rabada Wanidu Hasaranga Shehan Madhushanka SLvBAN,2018-01-27 13:40:26,1,0,0
344,Hat trick on ODI debut Kagiso Rabada Wanidu Hasaranga Shehan Madhushanka SLvBAN,2018-01-27 13:40:26,1,0,0
345,Top five buys matched by RTM INR crores 9 00 Rashid Khan KXIP gt SRH 8 80 K Pandya RCB gt MI 6 40 D Bravo,2018-01-27 13:40:25,4,0,1
346,Capped players who remained unsold on Day 1 of IPLAuction 2018 Gayle Root Amla Guptill Vijay Faulkner Bairstow B,2018-01-27 13:35:10,4,1,0
347,Tea Day 4 South Africa 136 3 57 0 Ov Dean Elgar 61 181 Faf du Plessis 0 1 need 105 runs to win SAvIND,2018-01-27 13:35:10,0,0,1
348,3rd Test After 36 0 Ov South Africa 87 1 Dean Elgar 38 123b Hashim Amla 36 86b SAvIND,2018-01-27 11:50:34,2,0,0
349,Final After 17 0 Ov Bangladesh 63 3 Mushfiqur Rahim 16 21b Mahmudullah 27 27b BANvSL,2018-01-27 11:50:34,0,0,0
350,Remaining Purse CSK INR 17 Crore MI INR 30 8 Crore RCB INR 11 Crore KKR INR 14 2 Crore DD INR 19 4 Cr,2018-01-27 11:10:12,4,0,0
351,Uncapped batsmen Surya Kumar Rs 3 2 cr MI Shubman Gill Rs 1 8 cr KKR Ishank Jaggi Rs 20L KKR Ricky Bhui,2018-01-27 11:10:12,6,0,0
352,19 years old Afghanistan Super Star Rashid Khan bid by KXIP for 9 Cr and SRH used RTM option to retain him he would,2018-01-27 10:15:26,2,0,1
353,3rd Test After 24 0 Ov South Africa 60 1 Dean Elgar 27 83b Hashim Amla 20 54b SAvIND,2018-01-27 10:15:26,2,0,0
354,Chennai Super Kings take Karn Sharma for INR 5 Crore IPLAuction,2018-01-27 10:00:48,2,0,1
355,3rd Test After 20 0 Ov South Africa 48 1 Dean Elgar 21 69b Hashim Amla 14 44b SAvIND,2018-01-27 09:50:48,1,0,0
356,Wicket Keepers De Kock goes to RCB for 2 8Cr W Saha goes to SRH for 5Cr D Karthik goes to KKR for 7 4Cr R Uthappa,2018-01-27 09:35:21,0,0,0
357,QuinnyDeKock69 is sold to RCBTweets for INR 280 lacs VIVO IPLAuction,2018-01-27 09:15:13,0,0,0
358,3rd Test After 10 0 Ov South Africa 30 1 Dean Elgar 11 35b Hashim Amla 10 18b SAvIND,2018-01-27 09:10:04,1,0,0
359,KKR s 5 players Retained Narine 12 5 crores Russell 8 5 crores Bought Starc 9 4 crores Lynn 9 6 crores Karthik 7,2018-01-27 08:55:19,0,0,0
360,CSK players Age 37 Harbhajan 36 Dhoni 36 Watson 34 Bravo 33 Faf 32 Kedar 31 Raina 28 Jadeja IPLAuction,2018-01-27 08:25:17,1,0,0
361,Final After 34 0 Ov Sri Lanka 153 3 Upul Tharanga 54 94b Dinesh Chandimal 21 33b BANvSL,2018-01-27 08:25:17,0,0,0
362,VIVO IPLAuction Top Buys so far SAvIND,2018-01-27 07:10:18,1,0,1
363,VIVO IPLAuction Purse remaining SAvIND,2018-01-27 07:00:47,7,1,0
364,22 players bought from first 3 sets KXIP Ashwin Yuvraj Nair Rahul Miller Finch SRH Dhawan Shakib Will,2018-01-27 07:00:47,3,0,1
365,Mitchell Starc amp Chris Lynn are great buys for KKRiders They are both just 27 yrs old and can shape the next 7 to,2018-01-27 07:00:46,3,1,1
366,12 5Cr Stokes RR 9 4Cr Starc KKR 9 0Cr Maxi DD 7 6Cr Ash KXIP 6 4Cr Bravo CSK 5 4Cr Pollard MI 5 2Cr Dhawan SRH 4 0,2018-01-27 06:10:27,8,0,0
367,Yuvraj Singh in auctions 2014 14 crores RCB 2015 16 crores DD 2016 7 crores SRH 2018 2 crores KXIP IPLAuction,2018-01-27 06:00:57,1,0,0
368,2nd round summary Harbhajan CSK 2cr Shakib Al Hasan SRH2cr Glenn Maxwell DD 9cr Gautam Gambhir DD2 8cr Dway,2018-01-27 06:00:57,1,0,-1
369,Kane Williamson sold to SRH for 3Cr Joe Root goes Unsold Yuvraj Singh Sold to KXIP for 2Cr IPLAuction,2018-01-27 06:00:56,1,0,0
370,Dwayne Bravo sold to KXIP for 6 40 Cr and CSK used RTM to buyback him rightly so as they need an all rounder IPLAuction,2018-01-27 06:00:56,1,0,1
371,Gautam Gambhir sold to DD for 2 80Cr and KKR not used RTM to buyback him IPLAuction,2018-01-27 06:00:55,2,0,0
372,First round Summary Dhawan to SRH for 5 20Cr Ashwin to KXIP for 7 60Cr Pollard to MI for 5 40Cr Stokes to RR for 1,2018-01-27 06:00:55,3,0,1
373,Mitchell Starc sold to KKR for 9 40Cr IPLAuction,2018-01-27 05:50:39,0,0,0
374,Ajinkya Rahane sold to KXIP for 4Cr and RR uses the RTM option to buy back Rahane IPLAuction,2018-01-27 05:50:38,0,0,0
375,Faf Du Plessis sold to KXIP for 1 60Cr and CSK uses the RTM to buyback He will play for CSK IPLAuction,2018-01-27 05:50:38,1,0,0
376,First SURPRISE in IPL auction that Chris Gayle goes Unsold IPLAuction,2018-01-27 05:50:37,1,0,1
377,Kieron Pollard sold to DD for 5 40Cr but Mumbai Indians used RTM to get him back to MI IPLAuction,2018-01-27 05:50:37,0,0,0
378,Ravichandran Ashwin sold to KXIP for 7 60Cr IPLAuction,2018-01-27 05:50:36,0,0,0
379,Now SRH takes back Shikhar Dhawan with Right to match option so he goes to back SRH for 5 20Cr IPLAuction,2018-01-27 05:50:35,0,0,1
380,More than 1100 players applied for IPL auction and we have short listed 578 players Our emphasize is on domestic,2018-01-27 05:50:35,2,0,1
381,Purse remaining for Auction 67 50 Cr KXIP 67 50 Cr RR 59 00 Cr KKR 59 00 Cr SRH 59 00 Cr SRH 49 00 Cr,2018-01-27 02:47:12,3,0,0
382,Stumps day 3 3rd Test SA 194 amp 17 1 Over 8 3 Elgar 11 Amla 2 India 187 amp 247 Rahane 48 Kumar 33 SAvIND Cricket,2018-01-26 15:47:07,9,0,0
383,Drama Begins South African Batsmen Behaving As If The Pitch Is Too Deadly To Bat Referee Comes On The Ground Ump,2018-01-26 15:22:18,4,0,-1
384,Both captains walking to the match referee s room along with the umpires to discuss the pitch SAvIND,2018-01-26 15:22:17,3,0,0
385,And the Indians have drawn the first blood Markram is caught behind to Shami s ball SA is 9 1 SAvIND,2018-01-26 15:07:06,2,0,-1
386,South Africa need 241 to whitewash India India bowled out for 247 Jasprit Bumrah is the last man to fall SAvIND,2018-01-26 14:32:19,7,0,0
387,3rd Test After 80 0 Ov India 247 9 Ishant Sharma 7 16b Jasprit Bumrah 0 6b SAvIND,2018-01-26 14:17:13,2,0,0
388,3rd Test After 73 0 Ov India 233 7 Bhuvneshwar Kumar 31 64b Mohammed Shami 24 20b SAvIND,2018-01-26 13:47:20,1,0,0
389,3rd Test WICKET Ajinkya Rahane c Quinton de Kock b Morne Morkel 48 68b India 203 7 67 3 Ovs SAvIND,2018-01-26 13:22:52,1,0,0
390,Tea Day 3 India 199 6 65 0 Ov Ajinkya Rahane 46 57 Bhuvneshwar Kumar 23 47 lead by 192 runs SAvIND,2018-01-26 12:52:16,1,0,0
391,Virat Kohli s is now the leading run scorer for India in Tests as a captain ahead of MS Dhoni Dhoni had a tally o,2018-01-26 11:12:13,5,0,0
392,3rd Test After 45 0 Ov India 122 4 Virat Kohli 39 63b Ajinkya Rahane 10 11b SAvIND,2018-01-26 11:07:12,1,0,0
393,England 196 44 5 50 ov Australia 197 7 37 50 ov Australia won by 3 wickets with 78 balls remaining AUSvENG,2018-01-26 10:42:47,0,0,0
394,Australia have completed victory over England in the fourth ODI despite some late hiccups,2018-01-26 10:37:25,2,0,-1
395,3rd Test India 187 100 4 Virat Kohli 27 Philander 2 21 lead South Africa 194 by 93 runs at lunch on Day 3 INDvSA SAvIND,2018-01-26 10:12:15,1,0,0
396,3rd Test After 36 0 Ov India 93 3 Murali Vijay 25 115b Virat Kohli 20 32b SAvIND,2018-01-26 09:42:26,0,0,0
397,3rd Test After 27 0 Ov India 64 3 Murali Vijay 18 82b Virat Kohli 4 11b SAvIND,2018-01-26 08:52:04,0,0,0
398,4th ODI After 18 0 Ov Australia 95 3 Travis Head 49 54b Mitchell Marsh 23 20b AUSvENG,2018-01-26 08:52:03,1,0,0
399,England 196 44 5 50 ov MA Wood 2 2 AJ Tye 7 5 0 33 3 A Zampa 7 0 42 0 Last bat TK Curran c Marsh b Tye 35 35,2018-01-26 07:37:13,2,1,0
400,4th ODI WICKET Moeen Ali c Travis Head b Andrew Tye 33 50b England 112 7 30 3 Ovs AUSvENG,2018-01-26 05:47:11,2,0,0
401,Out Bangladesh U 19 have been folded for 134 as India win by 131 runs to set up a Semi Final with Pakistan INDvPAK ICCU19CWC PAKvIND,2018-01-26 04:57:05,4,0,1
402,Eng 35 5 15 ov Eoin Morgan 15 37 Moeen Ali 15 22 Mitchell Marsh comes into the attack and starts with a maiden over AusvEng,2018-01-26 04:42:12,2,0,0
403,4th ODI After 9 0 Ov England 14 5 Eoin Morgan 8 14b Moeen Ali 2 9b AUSvENG,2018-01-26 04:17:21,3,0,0
404,WICKET England 8 5 6 2 50 ov lost the toss v Australia Buttler c Paine b Hazlewood 0 2 Hazlewood 3 2 0 5 3 AUSvENG,2018-01-26 03:57:21,0,0,0
405,WICKET England 6 4 5 3 50 ov lost the toss v Australia Root c Hazlewood b Cummins 0 7 Cummins 2 3 1 1 2 AUSvENG,2018-01-26 03:57:20,1,0,0
406,4th ODI After 2 0 Ov England 3 1 Jonny Bairstow 0 3b Alex Hales 2 7b AUSvENG,2018-01-26 03:37:17,2,0,0
407,Stumps Day 2 India 49 1 17 0 Ov Murali Vijay 13 49 Lokesh Rahul 16 38 lead by 42 runs SAvIND,2018-01-25 16:17:26,3,0,0
